Movie,"Release
Date",Distributor,"MPAA
Rating",Domestic Gross,"Inflation-Adjusted
Gross",Genre
In Darkness,2012-02-10,Sony Pictures Classics,R,6994218,6994218,Drama
Perfect Sense,2012-02-10,IFC Films,R,1567,1567,Drama
All Things Fall Apart,2012-02-14,Image Entertainment,R,0,0,Drama
Rundskop,2012-02-17,Drafthouse Films,R,142616,142616,Drama
Deep In The Heart,2012-02-17,ARC Entertainment,PG-13,47700,46400,Drama
Tyler Perry's Good Deeds,2012-02-24,Lionsgate,PG-13,35025791,35025791,Drama
Salmon Fishing in the Yemen,2012-03-09,CBS Films,PG-13,9041540,9041540,Drama
He'arat Shulayim,2012-03-09,Sony Pictures Classics,PG,2007451,2007451,Drama
Bending the Rules,2012-03-09,WWE Studios,PG-13,0,0,Drama
La Delicatesse,2012-03-14,Cohen Media Group,PG-13,0,0,Drama
Le gamin au v?lo,2012-03-16,IFC Films,PG-13,1389524,1389524,Drama
October Baby,2012-03-23,Five & Two Pictures,PG-13,5355847,5355847,Drama
The Deep Blue Sea,2012-03-23,Music Box Films,R,1126027,1126027,Drama
Musical Chairs,2012-03-23,Paladin,PG-13,31478,31478,Drama
4:44 Last Day on Earth,2012-03-23,IFC Films,R,17801,17801,Drama
The Hunter,2012-04-06,Magnolia Pictures,R,176669,176669,Drama
L'assaut,2012-04-06,Screen Media Films,R,0,0,Drama
The Lady,2012-04-11,Cohen Media Group,R,135985,135985,Drama
Woman Thou Art Loosed On the 7th Day,2012-04-13,Codeblack Entertainment,PG-13,1301562,1301562,Drama
Touchback,2012-04-13,Anchor Bay Entertainment,PG-13,204157,204157,Drama
Deadline,2012-04-13,Freestyle Releasing,PG-13,0,0,Drama
The Lucky One,2012-04-20,Warner Bros.,PG-13,60457138,60457138,Drama
Mai wei,2012-04-20,PMK*BNC,R,70177,70177,Drama
Jesus Henry Christ,2012-04-20,Entertainment One,PG-13,13714,13714,Drama
Elles,2012-04-27,Kino Lorber,NC-17,157427,157427,Drama
Restless City,2012-04-27,African-American Film Festival Releasing,R,0,0,Drama
96 Minutes,2012-04-27,ARC Entertainment,R,0,0,Drama
A Beautiful Soul,2012-05-04,Tyscot Manhaddon,PG-13,54008,54008,Drama
Meeting Evil,2012-05-04,Magnet Pictures,R,525,525,Drama
Girl in Progress,2012-05-11,Pantelion Films,R,2609412,2609412,Drama
"Et maintenant, on va o??",2012-05-11,Sony Pictures Classics,PG-13,531813,531813,Drama
Kiseki,2012-05-11,Magnolia Pictures,PG,145808,145808,Drama
The Cup,2012-05-11,Myriad Entertainment Group,PG,0,0,Drama
Hick,2012-05-11,Phase 4 Films,R,0,0,Drama
Crooked Arrows,2012-05-18,Branded Entertainment,PG-13,1832541,1832541,Drama
Beyond the Black Rainbow,2012-05-18,Mongrel Media,R,56491,56491,Drama
Moonrise Kingdom,2012-05-25,Focus Features,PG-13,45512466,45512466,Drama
Cowgirls 'n Angels,2012-05-25,Samuel Goldwyn Films,PG,119782,119782,Drama
Hide Away,2012-05-25,Joule Films,PG-13,30655,30655,Drama
Mighty Fine,2012-05-25,Adopt Films,R,27900,27900,Drama
Hardflip,2012-06-01,Rocky Mountain Pictures,PG-13,96734,96734,Drama
Battlefield America,2012-06-01,Cinedigm,PG-13,0,0,Drama
Bel Ami,2012-06-08,Magnolia Pictures,R,120462,120462,Drama
Cartas a Elena,2012-06-08,Freestyle Releasing,PG,8511,8511,Drama
For the Love of Money,2012-06-08,All Cash Productions/Archstone Distribution,R,0,0,Drama
Your Sister's Sister,2012-06-15,IFC Films,R,1597486,1597486,Drama
Beasts of the Southern Wild,2012-06-27,Fox Searchlight,PG-13,11697928,11697928,Drama
People Like Us,2012-06-29,Walt Disney,PG-13,12431792,12431792,Drama
Take This Waltz,2012-06-29,Magnolia Pictures,R,1239692,1239692,Drama
Les adieux ? la reine,2012-07-13,Cohen Media Group,R,1329660,1329660,Drama
Trishna,2012-07-13,IFC Films,R,240381,240381,Drama
Alpeis,2012-07-13,Kino Lorber,Not Rated,16057,16057,Drama
30 Beats,2012-07-20,Roadside Attractions,R,14686,14686,Drama
Step Up Revolution,2012-07-27,Summit Entertainment,PG-13,35074677,35074677,Drama
Zhao shi gu er,2012-07-27,Samuel Goldwyn Films,R,0,0,Drama
Assassin's Bullet,2012-08-03,ARC Entertainment,R,0,0,Drama
Hope Springs,2012-08-08,Sony Pictures,PG-13,63536011,63536011,Drama
Red Hook Summer,2012-08-10,Variance/40 Acres & a Mule Filmworks,R,338803,338803,Drama
Freelancers,2012-08-10,Lionsgate,R,0,0,Drama
The Odd Life of Timothy Green,2012-08-15,Walt Disney,PG,51853450,51853450,Drama
Sparkle,2012-08-17,Sony Pictures,PG-13,24397469,24397469,Drama
Robot & Frank,2012-08-17,Samuel Goldwyn Films,PG-13,3317468,3317468,Drama
Compliance,2012-08-17,Magnolia Pictures,R,319285,319285,Drama
Poulet aux prunes,2012-08-17,Sony Pictures Classics,PG-13,253705,253705,Drama
Sleepwalk With Me,2012-08-24,IFC Films,PG-13,2266066,2266066,Drama
Lawless,2012-08-29,Weinstein Co.,R,37397291,37397291,Drama
Little Birds,2012-08-29,Millenium Entertainment,R,16594,16590,Drama
The Good Doctor,2012-08-31,Magnolia Pictures,PG-13,5206,5206,Drama
The Words,2012-09-07,CBS Films,PG-13,11494838,11494838,Drama
Hello I Must Be Going,2012-09-07,Oscilloscope Pictures,R,106709,106709,Drama
The Master,2012-09-14,Weinstein Co.,R,16128745,16128745,Drama
Last Ounce of Courage,2012-09-14,Rocky Mountain Pictures,PG,3310439,3310439,Drama
10 Years,2012-09-14,Anchor Bay Entertainment,PG-13,203654,203654,Drama
The Trouble with the Truth,2012-09-14,Winning Edge Pictures,R,0,0,Drama
Trouble with the Curve,2012-09-21,Warner Bros.,PG-13,35763137,35763137,Drama
The Perks of Being a Wallflower,2012-09-21,Summit Entertainment,PG-13,17716205,17716205,Drama
Unconditional,2012-09-21,Veracity Moving Pictures,PG-13,741381,741381,Drama
Barricade,2012-09-25,Vivendi Entertainment,PG-13,0,0,Drama
Won't Back Down,2012-09-28,20th Century Fox,PG,5310554,5310554,Drama
Bringing Up Bobby,2012-09-28,Monterey Media,PG-13,4975,4975,Drama
Atlas Shrugged: Part II,2012-10-12,Atlas Distribution,PG-13,3336053,3336053,Drama
Smashed,2012-10-12,Sony Pictures Classics,R,375981,375981,Drama
Middle of Nowhere,2012-10-12,AFFRM,R,192724,192724,Drama
L'homme qui voulait vivre sa vie,2012-10-12,MPI Media Group,Not Rated,158411,158411,Drama
Simon och ekarna,2012-10-12,Film Arcade,Not Rated,150109,150109,Drama
Least Among Saints,2012-10-12,Brainstorm Media,R,28026,28026,Drama
Holy Motors,2012-10-17,Indomina Releasing,Not Rated,641054,641054,Drama
Alex Cross,2012-10-19,Summit Entertainment,PG-13,25888412,25888412,Drama
The Sessions,2012-10-19,Fox Searchlight,R,5871923,5871923,Drama
Nobody Walks,2012-10-19,Magnolia Pictures,R,25342,25342,Drama
The Citizen,2012-10-22,,Not Rated,0,0,Drama
Cloud Atlas,2012-10-26,Warner Bros.,R,27108272,27108272,Drama
Chasing Mavericks,2012-10-26,20th Century Fox,PG,6002756,6002756,Drama
Le fils de l'autre,2012-10-26,Cohen Media Group,PG-13,1220807,1220807,Drama
The Black Tulip,2012-10-26,SnagFilms,Not Rated,0,0,Drama
Flight,2012-11-02,Paramount Pictures,R,93469976,93469976,Drama
A Late Quartet,2012-11-02,Entertainment One,R,1471805,1471805,Drama
Jack and Diane,2012-11-02,Magnolia Pictures,R,1142,1142,Drama
Lincoln,2012-11-09,Walt Disney,PG-13,167343000,167343000,Drama
En kongelig aff?re,2012-11-09,Magnolia Pictures,R,853941,853941,Drama
Coming Up Roses,2012-11-09,Dada Films,Not Rated,0,0,Drama
"The Twilight Saga: Breaking Dawn, Part 2",2012-11-16,Summit Entertainment,PG-13,291093659,291093659,Drama
Silver Linings Playbook,2012-11-16,Weinstein Co.,R,69623139,69623139,Drama
Anna Karenina,2012-11-16,Focus Features,R,12445863,12445863,Drama
Life of Pi,2012-11-21,20th Century Fox,PG,103613216,103613216,Drama
Hitchcock,2012-11-23,Fox Searchlight,PG-13,5861553,5861553,Drama
De rouille et d'os,2012-11-23,Sony Pictures Classics,R,1709158,1709158,Drama
Talaash,2012-11-30,Reliance Big Pictures,Not Rated,2706375,2706375,Drama
Neuk-dae-so-nyeon,2012-11-30,CJ Entertainment,Not Rated,342922,342922,Drama
California Solo,2012-11-30,Strand,Not Rated,14518,14518,Drama
Joven y alocada,2012-11-30,IFC Films,Not Rated,5514,5514,Drama
Parked,2012-11-30,Olive Films,Not Rated,0,0,Drama
My Brothers,2012-11-30,Olive Films,Not Rated,0,0,Drama
Hyde Park on Hudson,2012-12-07,Focus Features,R,5335862,5335862,Drama
The Fitzgerald Family Christmas,2012-12-07,TriBeca Films,Not Rated,50292,50292,Drama
In Our Nature,2012-12-07,Cinedigm,Not Rated,6543,6543,Drama
Flying Lessons,2012-12-07,,R,0,0,Drama
Heleno,2012-12-07,Screen Media Films,R,0,0,Drama
Consuming Spirits,2012-12-12,,Not Rated,0,0,Drama
Any Day Now,2012-12-14,Music Box Films,R,170091,170091,Drama
Stand Up Guys,2012-12-14,Roadside Attractions,R,0,0,Drama
In the Hive,2012-12-14,Independent Pictures Entertianment One,R,0,0,Drama
Saving Grace B. Jones,2012-12-14,New Films Cinema,R,0,0,Drama
The Girl,2012-12-14,Brainstorm Media,PG-13,0,0,Drama
Zero Dark Thirty,2012-12-19,Sony Pictures,R,70444002,70444002,Drama
Amour,2012-12-19,Sony Pictures Classics,PG-13,1814877,1814877,Drama
Jack Reacher,2012-12-21,Paramount Pictures,PG-13,78238000,78238000,Drama
The Impossible,2012-12-21,Summit Entertainment,PG-13,13433860,13433860,Drama
Cirque du Soleil: Worlds Away,2012-12-21,Paramount Pictures,PG,12385983,12385983,Drama
Not Fade Away,2012-12-21,Paramount Vantage,R,610792,610792,Drama
On the Road,2012-12-21,IFC Films,R,154250,154250,Drama
Promised Land,2012-12-28,Focus Features,R,7597898,7597898,Drama
Gangster Squad,2013-01-11,Warner Bros.,R,40082411,40082411,Drama
LUV,2013-01-18,Indomina Releasing,R,140955,140955,Drama
Officer Down,2013-01-18,Anchor Bay Entertainment,R,1462,1462,Drama
Safe Haven,2013-02-14,Relativity,PG-13,0,0,Drama
"Bless Me, Ultima",2013-02-22,Arenas Entertainment,PG-13,0,0,Drama
Rebelle,2013-03-01,TriBeca Films,Not Rated,175540,175540,Drama
Day of the Falcon,2013-03-01,Image Entertainment,R,0,0,Drama
Stoker,2013-03-01,Fox Searchlight,R,0,0,Drama
Emperor,2013-03-08,Roadside Attractions,PG-13,0,0,Drama
Ginger & Rosa,2013-03-15,A24,PG-13,0,0,Drama
Eden,2013-03-20,Phase 4 Films,R,0,0,Drama
The Place Beyond the Pines,2013-03-29,Focus Features,R,0,0,Drama
42,2013-04-12,Warner Bros.,PG-13,0,0,Drama
The Reluctant Fundamentalist,2013-04-24,IFC Films,R,0,0,Drama
At Any Price,2013-04-26,Sony Pictures Classics,R,0,0,Drama
Mud,2013-04-26,Roadside Attractions,PG-13,0,0,Drama
The Iceman,2013-05-03,Millenium Entertainment,R,0,0,Drama
To The Wonder,2013-12-31,Magnolia Pictures,R,0,0,Drama
Metropolis,1927-03-06,Kino Classics,Not Rated,1206834,1206834,Action
The Getaway,1972-12-15,Universal,R,36734619,170491846,Action
The Warriors,1979-02-09,Paramount Pictures,R,22490000,11095273,Action
Apocalypse Now,1979-08-15,United Artists,R,78800000,1013723,Action
City on Fire,1979-09-14,Avco Embassy,R,0,0,Action
Victory,1981-07-31,Paramount Pictures,R,10853000,19299279,Action
Sorceress,1982-10-01,New World,R,1358792,3646553,Action
First Blood,1982-10-22,Orion Pictures,R,47212904,125983851,Action
Vigilante,1983-03-04,Artists Releasing Corporation,R,5091888,12753964,Action
Breathless,1983-05-13,Orion Pictures,R,19910002,49869818,Action
Rambo: First Blood Part II,1985-05-22,Sony/TriStar,R,150415432,334303592,Action
Highlander,1986-03-07,20th Century Fox,R,5900000,5216805,Action
Aliens,1986-07-18,20th Century Fox,R,85160248,159929606,Action
52 Pick-Up,1986-11-07,Cannon,R,5186646,3519311,Action
Beverly Hills Cop II,1987-05-20,Paramount Pictures,R,153665036,308603732,Action
Nowhere to Hide,1987-07-17,New Century Vista Film Company,R,847468,545854,Action
Batman,1989-06-23,Warner Bros.,PG-13,251188924,492329625,Action
The Abyss,1989-08-09,20th Century Fox,PG-13,54243125,98299624,Action
The Package,1989-08-25,Orion Pictures,R,10647219,9455195,Action
Henry V,1989-11-08,Goldwyn Entertainment,PG-13,10161099,12173520,Action
Hardware,1990-09-14,Millimeter Films,R,5649801,9484774,Action
If Looks Could Kill,1991-03-15,Warner Bros.,PG-13,7781025,14582487,Action
Stone Cold,1991-05-17,Sony Pictures,R,9286314,14123021,Action
Thelma & Louise,1991-05-24,MGM,R,45361000,60921302,Action
Terminator 2: Judgment Day,1991-07-02,Sony Pictures,R,204859496,378305349,Action
Highlander II: The Quickening,1991-11-01,InterStar Releasing,R,14184134,21895728,Action
Gladiator,1992-03-06,Sony Pictures,R,8205703,11211666,Action
Lethal Weapon 3,1992-05-15,Warner Bros.,R,144731527,265787574,Action
Alien 3,1992-05-22,20th Century Fox,R,54927174,99548335,Action
Batman Returns,1992-06-18,Warner Bros.,PG-13,162833635,309580088,Action
Sneakers,1992-09-09,Universal,PG-13,51433000,96126718,Action
Menace II Society,1993-05-26,New Line,R,27731527,39781483,Action
Jurassic Park,1993-06-11,Universal,PG-13,357067947,668021841,Action
Fortress,1993-09-03,Miramax,R,6730578,7700774,Action
Batman: Mask of the Phantasm,1993-12-25,Warner Bros.,PG,5617391,9605673,Action
Death Wish V: The Face of Death,1994-01-14,Trimark,R,1711424,974525,Action
The Getaway,1994-02-11,Universal,R,15545115,11228772,Action
On Deadly Ground,1994-02-18,Warner Bros.,R,38590458,61249226,Action
Surviving the Game,1994-04-15,New Line,R,7690013,5622532,Action
No Escape,1994-04-29,Savoy,R,15339030,25871215,Action
3 Ninjas Kick Back,1994-05-06,Walt Disney,PG,11744960,18900755,Action
The Crow,1994-05-11,Miramax,R,50638075,82542174,Action
Beverly Hills Cop III,1994-05-25,Paramount Pictures,R,42586861,72617690,Action
Speed,1994-06-10,20th Century Fox,R,121248145,232756586,Action
The Shadow,1994-07-01,Universal,PG-13,31835600,52650672,Action
Blown Away,1994-07-01,MGM,R,30133002,45952520,Action
True Lies,1994-07-15,20th Century Fox,R,146282411,282868004,Action
Clear and Present Danger,1994-08-03,Paramount Pictures,PG-13,122012656,235594437,Action
The Next Karate Kid,1994-08-12,Sony Pictures,PG,8751228,10140062,Action
Timecop,1994-09-16,Universal,R,44853581,85722388,Action
Terminal Velocity,1994-09-23,Walt Disney,PG-13,16478900,31822611,Action
The River Wild,1994-09-30,Universal,PG-13,46815000,89699477,Action
The Specialist,1994-10-07,Warner Bros.,R,57362581,110750415,Action
Stargate,1994-10-28,MGM,PG-13,71565669,137646289,Action
Double Dragon,1994-11-04,Gramercy,PG-13,2341309,4244315,Action
A Low Down Dirty Shame,1994-11-23,Walt Disney,R,29317886,56031230,Action
Drop Zone,1994-12-09,Paramount Pictures,R,28607015,54502984,Action
Street Fighter,1994-12-23,Universal,PG-13,33423000,62793370,Action
Highlander III: The Sorcerer,1995-01-27,Miramax,PG-13,13738574,24918932,Action
The Hunted,1995-02-24,Universal,R,6420615,11559860,Action
Tank Girl,1995-03-01,MGM,R,4064333,6923491,Action
Bad Boys,1995-04-07,Sony Pictures,R,65647413,119053465,Action
3 Ninjas Knuckle Up,1995-04-07,Sony/TriStar,PG-13,407618,739332,Action
Top Dog,1995-04-28,MGM,PG-13,4992085,9054611,Action
Crimson Tide,1995-05-12,Walt Disney,R,91387195,165746579,Action
Die Hard: With a Vengeance,1995-05-19,20th Century Fox,R,100012499,181273681,Action
Johnny Mnemonic,1995-05-26,Sony Pictures,R,19006201,34473319,Action
Batman Forever,1995-06-16,Warner Bros.,PG-13,184031112,333734131,Action
Judge Dredd,1995-06-30,Walt Disney,R,34687912,62916698,Action
Species,1995-07-07,MGM,R,60054449,108828316,Action
Under Siege 2: Dark Territory,1995-07-14,Warner Bros.,R,50024083,90693459,Action
Waterworld,1995-07-28,Universal,PG-13,88246220,160003140,Action
Virtuosity,1995-08-04,Paramount Pictures,R,23998226,43496150,Action
Mortal Kombat,1995-08-18,New Line,PG-13,70433227,127733001,Action
Desperado,1995-08-25,Sony Pictures,R,25532388,46080219,Action
Assassins,1995-10-06,Warner Bros.,R,30306268,54885349,Action
Fair Game,1995-11-03,Warner Bros.,R,11497497,20845072,Action
Goldeneye,1995-11-17,MGM,PG-13,106429941,191857035,Action
Money Train,1995-11-22,Sony Pictures,R,35324232,64017574,Action
Sudden Death,1995-12-22,Universal,R,20214270,36470689,Action
Lawnmower Man 2: Beyond Cyberspace,1996-01-12,New Line,PG-13,2396302,3928336,Action
Screamers,1996-01-26,Sony Pictures,R,5701359,10177311,Action
Broken Arrow,1996-02-09,20th Century Fox,R,70645997,126098950,Action
Rumble in the Bronx,1996-02-23,New Line,R,32281907,57625396,Action
Bloodsport 2,1996-03-01,FM Entertainment International,R,684351,815652,Action
The Quest,1996-04-26,Universal,PG-13,21607190,38570304,Action
Barb Wire,1996-05-03,Gramercy,R,3775952,6454194,Action
Twister,1996-05-10,Warner Bros.,PG-13,241888385,431430171,Action
Original Gangstas,1996-05-10,Orion Pictures,R,3279266,5834339,Action
Mission: Impossible,1996-05-21,Paramount Pictures,PG-13,180981886,322902724,Action
The Rock,1996-06-07,Walt Disney,R,134069511,239120439,Action
The Phantom,1996-06-07,Paramount Pictures,PG,17220599,30739937,Action
Eraser,1996-06-21,Warner Bros.,R,101295562,180797086,Action
Fled,1996-07-19,MGM,R,17192205,30689252,Action
Supercop,1996-07-26,Miramax,R,16270600,29006559,Action
Chain Reaction,1996-08-02,20th Century Fox,PG-13,21226204,36684413,Action
Escape from L.A.,1996-08-09,Paramount Pictures,R,25426861,45215578,Action
Solo,1996-08-23,Sony Pictures,PG-13,4932915,8805587,Action
The Crow: City of Angels,1996-08-30,Miramax,R,17897671,31923548,Action
Bulletproof,1996-09-06,Universal,R,21195840,37776357,Action
Maximum Risk,1996-09-13,Sony Pictures,R,14102929,25061346,Action
American Strays,1996-09-13,,R,5000,8924,Action
Last Man Standing,1996-09-20,New Line,R,18115927,32309755,Action
The Glimmer Man,1996-10-04,Warner Bros.,R,20404841,36239922,Action
The Ghost and the Darkness,1996-10-11,Paramount Pictures,R,38564422,68765374,Action
The Long Kiss Goodnight,1996-10-11,New Line,R,33447612,59629519,Action
Ransom,1996-11-08,Walt Disney,R,136492681,242789810,Action
Daylight,1996-12-06,Universal,PG-13,32908290,58180339,Action
Jackie Chan's First Strike,1997-01-10,New Line,PG-13,14601662,24944330,Action
Metro,1997-01-17,Walt Disney,R,32017895,54985158,Action
Turbo: A Power Rangers Movie,1997-03-28,20th Century Fox,PG,8363899,13939602,Action
The Saint,1997-04-04,Paramount Pictures,PG-13,61363304,105467184,Action
Double Team,1997-04-04,Sony Pictures,R,11328565,19446546,Action
Volcano,1997-04-25,20th Century Fox,PG-13,47546796,81605828,Action
Warriors of Virtue,1997-05-02,MGM,PG,6448817,11085221,Action
The Fifth Element,1997-05-09,Sony Pictures,PG-13,63570862,109222390,Action
The Lost World: Jurassic Park,1997-05-22,Universal,PG-13,229086679,393768629,Action
Con Air,1997-06-06,Walt Disney,R,101117573,173764208,Action
Speed II: Cruise Control,1997-06-13,20th Century Fox,PG-13,48097081,82627370,Action
Batman & Robin,1997-06-20,Warner Bros.,PG-13,107325195,184458109,Action
Face/Off,1997-06-27,Paramount Pictures,R,112276146,192992517,Action
Operation Condor,1997-07-18,Miramax,PG-13,10461161,17945939,Action
Air Force One,1997-07-25,Sony Pictures,R,172956409,296709675,Action
Spawn,1997-07-31,New Line,PG-13,54979992,94486372,Action
Steel,1997-08-15,Warner Bros.,PG-13,1686429,2898896,Action
Money Talks,1997-08-22,New Line,R,41076865,70592982,Action
Masterminds,1997-08-22,Sony Pictures,PG-13,1890472,3249639,Action
Kull The Conqueror,1997-08-29,Universal,PG-13,6086891,10463087,Action
Fire Down Below,1997-09-05,Warner Bros.,R,16148906,27759229,Action
The Peacemaker,1997-09-26,Dreamworks SKG,R,41263140,70917655,Action
Most Wanted,1997-10-10,New Line,R,6343015,10864262,Action
Raven,1997-10-14,,R,5000,8592,Action
Switchback,1997-10-31,Paramount Pictures,R,6504442,11142597,Action
Starship Troopers,1997-11-07,Sony Pictures,R,54768952,94010478,Action
Mortal Kombat: Annihilation,1997-11-21,New Line,PG-13,35927406,61725774,Action
Alien: Resurrection,1997-11-26,20th Century Fox,R,47795018,82016992,Action
Tomorrow Never Dies,1997-12-19,MGM,PG-13,125304276,214144652,Action
The Postman,1997-12-25,Warner Bros.,R,17650704,30122545,Action
Firestorm,1998-01-09,20th Century Fox,R,8123860,13528517,Action
Hard Rain,1998-01-16,Paramount Pictures,R,19870567,33342390,Action
Desperate Measures,1998-01-30,Sony Pictures,R,13678274,22995018,Action
Deep Rising,1998-01-30,Walt Disney,R,11203026,18751634,Action
Killing Time,1998-01-30,Lionsgate,R,12154,20443,Action
The Replacement Killers,1998-02-06,Sony Pictures,R,19035741,31909196,Action
Men with Guns,1998-03-06,Sony Pictures Classics,R,742032,1248324,Action
Mr. Nice Guy,1998-03-20,New Line,PG-13,12716953,21321810,Action
3 Ninjas: High Noon at Mega Mountain,1998-04-10,Sony Pictures,PG,308082,518286,Action
The Big Hit,1998-04-24,Sony Pictures,R,27066941,45509938,Action
In God's Hands,1998-04-24,Sony Pictures,PG-13,1431239,2407776,Action
Black Dog,1998-05-01,Universal,PG-13,12857351,21582850,Action
Godzilla,1998-05-19,Sony Pictures,PG-13,136314294,229032072,Action
The X Files: Fight the Future,1998-06-19,20th Century Fox,PG-13,83898313,141021378,Action
Lethal Weapon 4,1998-07-10,Warner Bros.,R,130444603,218253219,Action
The Negotiator,1998-07-29,Warner Bros.,R,44705766,74835664,Action
The Avengers,1998-08-14,Warner Bros.,PG-13,23385416,39341347,Action
Blade,1998-08-21,New Line,R,70141876,117762984,Action
Knock Off,1998-09-04,Sony Pictures,R,10319915,16951113,Action
Rush Hour,1998-09-18,New Line,PG-13,141186864,236995780,Action
Ronin,1998-09-25,MGM,R,41610884,69988505,Action
Soldier,1998-10-23,Warner Bros.,R,14623082,24507587,Action
The Siege,1998-11-06,20th Century Fox,R,40934175,68761382,Action
Enemy of the State,1998-11-20,Walt Disney,R,111549836,185749433,Action
Virus,1999-01-15,Universal,R,14010690,21760699,Action
Payback,1999-02-05,Paramount Pictures,R,81526121,126608779,Action
The Corruptor,1999-03-12,New Line,R,15164492,23539847,Action
Wing Commander,1999-03-12,20th Century Fox,PG-13,11578022,17979393,Action
The Mod Squad,1999-03-26,MGM,R,13260050,20594841,Action
The Matrix,1999-03-31,Warner Bros.,R,171479930,266183833,Action
Twin Dragons,1999-04-09,Miramax,PG-13,8332431,12941509,Action
Hak hap,1999-05-14,Artisan,R,12504289,19401100,Action
Deep Blue Sea,1999-07-28,Warner Bros.,R,73648228,114386585,Action
Universal Soldier II: The Return,1999-08-20,Sony Pictures,R,10447421,16201247,Action
The 13th Warrior,1999-08-27,Walt Disney,R,32698899,50779898,Action
Baadshah,1999-08-27,Eros Entertainment,Not Rated,535021,830967,Action
